form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr	lemma	p
főzőcskézek	367	főzőcskéze	[/V][Prs.NDef.1Sg]	lakom/lakok	4801	8570080167	főzőcskézem	3	92	4.5217885770490405	főzőcskézik	zik	3	főzőçkézik	főzőčkézik	0.9892473118279569
függeszkedek	9	függeszkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1411	8570080167	függeszkedem	3	2.5	0.9162907318741552	függeszkedik	NA	3	függeßkedik	függeskedik	0.7142857142857143
függetlenedek	1	függetlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	5837	8570080167	függetlenedem	3	0.5	-0.6931471805599453	függetlenedik	NA	4	függetlenedik	függetlenedik	0.3333333333333333
fújódok	5	fújódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1344	8570080167	fújódom	5	1	0	fújódik	NA	2	fújódik	fújódik	0.5
fukarkodok	16	fukarkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8454	8570080167	fukarkodom	70	0.23943661971830985	-1.4294665329850993	fukarkodik	NA	3	fukarkodik	fukarkodik	0.1931818181818182
fulladozok	75	fulladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4240	8570080167	fulladozom	122	0.6178861788617886	-0.48145101508608634	fulladozik	zik	3	fulladozik	fulladozik	0.3819095477386935
furakszok	1	furakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	4959	8570080167	furakszom	33	0.0588235294117647	-2.833213344056216	furakszik	szik	2	furakßik	furaksik	0.05555555555555555
fürdőzök	213	fürdőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	12429	8570080167	fürdőzöm	3	53.5	3.979681653901961	fürdőzik	zik	2	fürdőzik	fürdőzik	0.981651376146789
fúródok	7	fúródo	[/V][Prs.NDef.1Sg]	lakom/lakok	8002	8570080167	fúródom	3	2	0.6931471805599453	fúródik	NA	2	fúródik	fúródik	0.6666666666666666
furulyázok	51	furulyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3355	8570080167	furulyázom	25	2	0.6931471805599453	furulyázik	zik	3	furu¬ázik	furujázik	0.6666666666666666
futamodok	84	futamodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3227	8570080167	futamodom	20	4.0476190476190474	1.3981288187668934	futamodik	NA	3	futamodik	futamodik	0.8018867924528302
futballozok	97	futballozo	[/V][Prs.NDef.1Sg]	lakom/lakok	36728	8570080167	futballozom	361	0.27071823204419887	-1.3066767331551992	futballozik	zik	3	futballozik	futballozik	0.21304347826086956
futkározok	122	futkározo	[/V][Prs.NDef.1Sg]	lakom/lakok	9294	8570080167	futkározom	27	4.392857142857143	1.4799798451972137	futkározik	zik	3	futkározik	futkározik	0.8145695364238411
fuvolázok	20	fuvolázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2514	8570080167	fuvolázom	50	0.4117647058823529	-0.8873031950009028	fuvolázik	zik	3	fuvolázik	fuvolázik	0.29166666666666663
fűződök	10	fűződö	[/V][Prs.NDef.1Sg]	lakom/lakok	121731	8570080167	fűződöm	12	0.8461538461538461	-0.1670540846631662	fűződik	NA	2	fűződik	fűződik	0.45833333333333337
gáncsoskodok	4	gáncsoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	430	8570080167	gáncsoskodom	3	1.25	0.22314355131420976	gáncsoskodik	NA	3	gánçoskodik	gánčoškodik	0.5555555555555556
garasoskodok	4	garasoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	493	8570080167	garasoskodom	9	0.5	-0.6931471805599453	garasoskodik	NA	4	garasoskodik	garašoškodik	0.3333333333333333
garázdálkodok	59	garázdálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	10887	8570080167	garázdálkodom	70	0.8450704225352113	-0.16833531481921477	garázdálkodik	NA	4	garázdálkodik	garázdálkodik	0.45801526717557245
gazdagodok	112	gazdagodo	[/V][Prs.NDef.1Sg]	lakom/lakok	134939	8570080167	gazdagodom	309	0.3645161290322581	-1.0091844787668514	gazdagodik	NA	3	gazdagodik	gazdagodik	0.26713947990543735
gazdagszok	4	gazdagszo	[/V][Prs.NDef.1Sg]	lakom/lakok	134939	8570080167	gazdagszom	58	0.0847457627118644	-2.468099531471619	gazdagszik	szik	2	gazdagßik	gazdagsik	0.078125
gazdálkodok	180	gazdálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	93581	8570080167	gazdálkodom	601	0.30066445182724255	-1.2017604140429952	gazdálkodik	NA	3	gazdálkodik	gazdálkodik	0.23116219667943805
gőgösködök	1	gőgösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	206	8570080167	gőgösködöm	1	1	0	gőgösködik	NA	3	gőgösködik	gőgöšködik	0.5
gömbölyödök	36	gömbölyödö	[/V][Prs.NDef.1Sg]	lakom/lakok	3513	8570080167	gömbölyödöm	37	0.9736842105263158	-0.02666824708216129	gömbölyödik	NA	3	gömbö¬ödik	gömböjödik	0.4933333333333333
gondolkodok	5733	gondolkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	706718	8570080167	gondolkodom	47704	0.12019704433497536	-2.1186228467426313	gondolkodik	NA	3	gondolkodik	gondolkodik	0.10729991204925239
gondolkozok	3704	gondolkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	253771	8570080167	gondolkozom	17669	0.20967741935483872	-1.5621850275835547	gondolkozik	zik	3	gondolkozik	gondolkozik	0.17333333333333337
gondoskodok	426	gondoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	785316	8570080167	gondoskodom	4334	0.09850057670126874	-2.3176928759860176	gondoskodik	NA	3	gondoskodik	gondoškodik	0.08966820663586729
gonoszkodok	48	gonoszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2552	8570080167	gonoszkodom	88	0.550561797752809	-0.5968160716215132	gonoszkodik	NA	3	gonoßkodik	gonoskodik	0.35507246376811596
görnyedezek	9	görnyedeze	[/V][Prs.NDef.1Sg]	lakom/lakok	804	8570080167	görnyedezem	4	2	0.6931471805599453	görnyedezik	zik	3	gör¥edezik	görṉedezik	0.6666666666666666
gorombáskodok	2	gorombáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	819	8570080167	gorombáskodom	7	0.375	-0.9808292530117262	gorombáskodik	NA	4	gorombáskodik	gorombáškodik	0.27272727272727276
gúnyolódok	196	gúnyolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	12545	8570080167	gúnyolódom	108	1.8073394495412844	0.5918558465088448	gúnyolódik	NA	3	gú¥olódik	gúṉolódik	0.6437908496732027
gyakornokoskodok	3	gyakornokoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1364	8570080167	gyakornokoskodom	21	0.18181818181818185	-1.7047480922384253	gyakornokoskodik	NA	5	©akornokoskodik	ḏakornokoškodik	0.15384615384615385
gyanakszok	226	gyanakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	68227	8570080167	gyanakszom	4780	0.04747960677682493	-3.0474549911447006	gyanakszik	szik	2	©anakßik	ḏanaksik	0.045327476038338664
gyarapszok	3	gyarapszo	[/V][Prs.NDef.1Sg]	lakom/lakok	86849	8570080167	gyarapszom	33	0.1176470588235294	-2.1400661634962708	gyarapszik	szik	2	©arapßik	ḏarapsik	0.10526315789473684
gyengélkedek	9	gyengélkede	[/V][Prs.NDef.1Sg]	lakom/lakok	6911	8570080167	gyengélkedem	60	0.16393442622950818	-1.8082887711792657	gyengélkedik	NA	3	©engélkedik	ḏengélkedik	0.1408450704225352
gyökeredzek	1	gyökeredze	[/V][Prs.NDef.1Sg]	lakom/lakok	3833	8570080167	gyökeredzem	1	1	0	gyökeredzik	zik	3	©ökeredzik	ḏökeredzik	0.5
gyöngyözök	34	gyöngyözö	[/V][Prs.NDef.1Sg]	lakom/lakok	7379	8570080167	gyöngyözöm	5	5.833333333333333	1.7635885922613586	gyöngyözik	zik	2	©ön©özik	ḏönḏözik	0.8536585365853658
gyönyörködök	338	gyönyörködö	[/V][Prs.NDef.1Sg]	lakom/lakok	112176	8570080167	gyönyörködöm	3902	0.08685626441199078	-2.4435006598001645	gyönyörködik	NA	3	©ö¥örködik	ḏöṉörködik	0.07991513437057993
gyötrődök	59	gyötrődö	[/V][Prs.NDef.1Sg]	lakom/lakok	7873	8570080167	gyötrődöm	521	0.11494252873563218	-2.1633230256605382	gyötrődik	NA	2	©ötrődik	ḏötrődik	0.10309278350515463
győzedelmeskedek	10	győzedelmeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	24170	8570080167	győzedelmeskedem	3	2.75	1.01160091167848	győzedelmeskedik	NA	5	©őzedelmeskedik	ḏőzedelmeškedik	0.7333333333333334
győzködök	134	győzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	22154	8570080167	győzködöm	14	9	2.1972245773362196	győzködik	NA	2	©őzködik	ḏőzködik	0.8999999999999999
győződök	52	győződö	[/V][Prs.NDef.1Sg]	lakom/lakok	138711	8570080167	győződöm	97	0.5408163265306123	-0.61467556511845	győződik	NA	2	©őződik	ḏőződik	0.3509933774834437
gyűlölködök	71	gyűlölködö	[/V][Prs.NDef.1Sg]	lakom/lakok	6178	8570080167	gyűlölködöm	102	0.6990291262135923	-0.35806286921358044	gyűlölködik	NA	3	©űlölködik	ḏűlölködik	0.4114285714285715
gyúródok	2	gyúródo	[/V][Prs.NDef.1Sg]	lakom/lakok	339	8570080167	gyúródom	3	0.75	-0.2876820724517809	gyúródik	NA	2	©úródik	ḏúródik	0.4285714285714286
gyűrődök	4	gyűrődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5974	8570080167	gyűrődöm	7	0.625	-0.4700036292457356	gyűrődik	NA	2	©űrődik	ḏűrődik	0.3846153846153846
háborodok	172	háborodo	[/V][Prs.NDef.1Sg]	lakom/lakok	17472	8570080167	háborodom	79	2.1625	0.7712649598238974	háborodik	NA	3	háborodik	háborodik	0.6837944664031621
háborúzok	56	háborúzo	[/V][Prs.NDef.1Sg]	lakom/lakok	11765	8570080167	háborúzom	12	4.384615384615385	1.4781019103730135	háborúzik	zik	3	háborúzik	háborúzik	0.8142857142857143
hadakozok	99	hadakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14604	8570080167	hadakozom	214	0.46511627906976744	-0.7654678421395714	hadakozik	zik	3	hadakozik	hadakozik	0.31746031746031744
hagyakozok	1	hagyakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	116	8570080167	hagyakozom	2	0.6666666666666666	-0.4054651081081645	hagyakozik	zik	3	ha©akozik	haḏakozik	0.4
hagyatkozok	221	hagyatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	65502	8570080167	hagyatkozom	1553	0.14285714285714285	-1.9459101490553137	hagyatkozik	zik	3	ha©atkozik	haḏatkozik	0.12499999999999994
hájasodok	3	hájasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	91	8570080167	hájasodom	1	2	0.6931471805599453	hájasodik	NA	3	hájasodik	hájašodik	0.6666666666666666
hajladozok	13	hajladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3901	8570080167	hajladozom	13	1	0	hajladozik	zik	3	hajladozik	hajladozik	0.5
hajókázok	15	hajókázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4918	8570080167	hajókázom	4	3.2	1.1631508098056809	hajókázik	zik	3	hajókázik	hajókázik	0.7619047619047619
hajózok	386	hajózo	[/V][Prs.NDef.1Sg]	lakom/lakok	33540	8570080167	hajózom	247	1.560483870967742	0.4449959468647997	hajózik	zik	2	hajózik	hajózik	0.6094488188976378
hálálkodok	22	hálálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5921	8570080167	hálálkodom	84	0.27058823529411763	-1.3071570405611668	hálálkodik	NA	3	hálálkodik	hálálkodik	0.212962962962963
haldoklok	102	haldoklo	[/V][Prs.NDef.1Sg]	lakom/lakok	21831	8570080167	haldoklom	61	1.6612903225806452	0.5075946031845443	haldoklik	lik	2	haldoklik	haldoklik	0.6242424242424243
hallgatódzok	10	hallgatódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8614	8570080167	hallgatódzom	10	1	0	hallgatódzik	zik	3	hallgatódzik	hallgatódzik	0.5
halmozódok	1	halmozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	31519	8570080167	halmozódom	1	1	0	halmozódik	NA	3	halmozódik	halmozódik	0.5
halódok	7	halódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1397	8570080167	halódom	13	0.5714285714285714	-0.5596157879354228	halódik	NA	2	halódik	halódik	0.36363636363636365
halványodok	2	halványodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5957	8570080167	halványodom	7	0.375	-0.9808292530117262	halványodik	NA	3	halvá¥odik	halváṉodik	0.27272727272727276
hamarkodok	4	hamarkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1217	8570080167	hamarkodom	5	0.8333333333333334	-0.1823215567939546	hamarkodik	NA	3	hamarkodik	hamarkodik	0.45454545454545453
hangolódok	174	hangolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	27076	8570080167	hangolódom	189	0.9210526315789472	-0.08223809823697212	hangolódik	NA	3	hangolódik	hangolódik	0.4794520547945205
hangoskodok	54	hangoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8641	8570080167	hangoskodom	36	1.4864864864864864	0.3964152725882464	hangoskodik	NA	3	hangoskodik	hangoškodik	0.5978260869565217
hanyatlok	47	hanyatlo	[/V][Prs.NDef.1Sg]	lakom/lakok	15385	8570080167	hanyatlom	6	6.857142857142857	1.9252908618525777	hanyatlik	lik	2	ha¥atlik	haṉatlik	0.8727272727272728
hánykódok	6	hánykódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1146	8570080167	hánykódom	24	0.28	-1.272965675812887	hánykódik	NA	2	há¥kódik	háṉkódik	0.21875000000000006
hánykolódok	42	hánykolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5657	8570080167	hánykolódom	92	0.46236559139784944	-0.7713993774596936	hánykolódik	NA	3	há¥kolódik	háṉkolódik	0.3161764705882353
hányódok	4	hányódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3101	8570080167	hányódom	65	0.07575757575757576	-2.580216829592325	hányódik	NA	2	há¥ódik	háṉódik	0.07042253521126761
haragszok	812	haragszo	[/V][Prs.NDef.1Sg]	lakom/lakok	129179	8570080167	haragszom	14959	0.05434491978609625	-2.9124041419806574	haragszik	szik	2	haragßik	haragsik	0.05154377734102582
harangozok	62	harangozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13662	8570080167	harangozom	38	1.6153846153846154	0.4795730802618863	harangozik	zik	3	harangozik	harangozik	0.6176470588235294
harmonikázok	20	harmonikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1234	8570080167	harmonikázom	14	1.4	0.3364722366212129	harmonikázik	zik	4	harmonikázik	harmonikázik	0.5833333333333333
haszontalankodok	2	haszontalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	65	8570080167	haszontalankodom	5	0.5	-0.6931471805599453	haszontalankodik	NA	5	haßontalankodik	hasontalankodik	0.3333333333333333
hatalmaskodok	8	hatalmaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1696	8570080167	hatalmaskodom	7	1.125	0.11778303565638346	hatalmaskodik	NA	4	hatalmaskodik	hatalmaškodik	0.5294117647058824
hatódok	85	hatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3690	8570080167	hatódom	42	2	0.6931471805599453	hatódik	NA	2	hatódik	hatódik	0.6666666666666666
haverkodok	149	haverkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3524	8570080167	haverkodom	26	5.555555555555555	1.7147984280919266	haverkodik	NA	3	haverkodik	haverkodik	0.8474576271186441
házasodok	78	házasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	48749	8570080167	házasodom	102	0.7669902912621359	-0.2652811357626143	házasodik	NA	3	házasodik	házašodik	0.4340659340659341
hazudozok	225	hazudozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13233	8570080167	hazudozom	60	3.704918032786886	1.3096611350989746	hazudozik	zik	3	hazudozik	hazudozik	0.7874564459930313
heccelődök	2	heccelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	187	8570080167	heccelődöm	1	1.5	0.4054651081081644	heccelődik	NA	3	heccelődik	heccelődik	0.6000000000000001
helyezkedek	465	helyezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	435311	8570080167	helyezkedem	702	0.662873399715505	-0.41117125768501905	helyezkedik	NA	3	he¬ezkedik	hejezkedik	0.39863130881094955
heveskedek	3	heveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	472	8570080167	heveskedem	1	2	0.6931471805599453	heveskedik	NA	3	heveskedik	heveškedik	0.6666666666666666
hiányzok	625	hiányzo	[/V][Prs.NDef.1Sg]	lakom/lakok	686890	8570080167	hiányzom	1724	0.36289855072463767	-1.0136319583653617	hiányzik	zik	2	hiá¥zik	hiáṉzik	0.2662696724797958
hibázok	1776	hibázo	[/V][Prs.NDef.1Sg]	lakom/lakok	154009	8570080167	hibázom	489	3.626530612244898	1.288276437049979	hibázik	zik	2	hibázik	hibázik	0.7838553153947949
himbálódzok	1	himbálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	3641	8570080167	himbálódzom	7	0.25	-1.3862943611198906	himbálódzik	zik	3	himbálódzik	himbálódzik	0.2
hintázok	72	hintázo	[/V][Prs.NDef.1Sg]	lakom/lakok	9317	8570080167	hintázom	55	1.3035714285714286	0.2651077504132419	hintázik	zik	2	hintázik	hintázik	0.5658914728682171
hiszok	5	hiszo	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszom	1	3	1.0986122886681098	hiszik	szik	1	hißik	hisik	0.75
hiszök	5	hiszö	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszöm	6	0.8571428571428571	-0.15415067982725836	hiszik	szik	1	hißik	hisik	0.46153846153846145
hitetlenkedek	124	hitetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	11667	8570080167	hitetlenkedem	74	1.6666666666666667	0.5108256237659907	hitetlenkedik	NA	4	hitetlenkedik	hitetlenkedik	0.625
hivalkodok	11	hivalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3478	8570080167	hivalkodom	32	0.3636363636363637	-1.01160091167848	hivalkodik	NA	3	hivalkodik	hivalkodik	0.2666666666666666
hivatkozok	973	hivatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	508241	8570080167	hivatkozom	3961	0.2458354366481575	-1.403092923615961	hivatkozik	zik	3	hivatkozik	hivatkozik	0.19732576985413292
hízok	1529	hízo	[/V][Prs.NDef.1Sg]	lakom/lakok	63813	8570080167	hízom	681	2.2434017595307916	0.807993356543019	hízik	zik	1	hízik	hízik	0.6916817359855335
homályosodok	1	homályosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1033	8570080167	homályosodom	1	1	0	homályosodik	NA	4	homá¬osodik	homájošodik	0.5
hősködök	18	hősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1727	8570080167	hősködöm	125	0.1507936507936508	-1.8918429277850377	hősködik	NA	2	hősködik	hőšködik	0.13103448275862067
hozakodok	125	hozakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6156	8570080167	hozakodom	276	0.4548736462093863	-0.7877355992358605	hozakodik	NA	3	hozakodik	hozakodik	0.31265508684863524
hüledezek	147	hüledeze	[/V][Prs.NDef.1Sg]	lakom/lakok	4646	8570080167	hüledezem	5	24.666666666666668	3.20545280453606	hüledezik	zik	3	hüledezik	hüledezik	0.961038961038961
huligánkodok	2	huligánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	137	8570080167	huligánkodom	1	1.5	0.4054651081081644	huligánkodik	NA	4	huligánkodik	huligánkodik	0.6000000000000001
hülyéskedek	518	hülyéskede	[/V][Prs.NDef.1Sg]	lakom/lakok	8587	8570080167	hülyéskedem	25	19.96153846153846	2.9938073451444067	hülyéskedik	NA	3	hü¬éskedik	hüjéškedik	0.9522935779816514
hunyászkodok	5	hunyászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	685	8570080167	hunyászkodom	20	0.2857142857142857	-1.252762968495368	hunyászkodik	NA	3	hu¥áßkodik	huṉáskodik	0.2222222222222222
hurcolkodok	6	hurcolkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	745	8570080167	hurcolkodom	8	0.7777777777777778	-0.25131442828090605	hurcolkodik	NA	3	hurcolkodik	hurcolkodik	0.4375
hűtlenkedek	6	hűtlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	hűtlenkedem	12	0.5384615384615384	-0.6190392084062235	hűtlenkedik	NA	3	hűtlenkedik	hűtlenkedik	0.35
huzakodok	13	huzakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1262	8570080167	huzakodom	7	1.75	0.5596157879354227	huzakodik	NA	3	huzakodik	huzakodik	0.6363636363636364
húzódok	406	húzódo	[/V][Prs.NDef.1Sg]	lakom/lakok	188010	8570080167	húzódom	406	1	0	húzódik	NA	2	húzódik	húzódik	0.5
húzódozok	19	húzódozo	[/V][Prs.NDef.1Sg]	lakom/lakok	2929	8570080167	húzódozom	82	0.24096385542168677	-1.423108334242607	húzódozik	zik	3	húzódozik	húzódozik	0.1941747572815534
húzódzkodok	101	húzódzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1709	8570080167	húzódzkodom	42	2.372093023255814	0.8637726975907087	húzódzkodik	NA	3	húzódzkodik	húzódzkodik	0.703448275862069
idegenedek	7	idegenede	[/V][Prs.NDef.1Sg]	lakom/lakok	768	8570080167	idegenedem	1	4	1.3862943611198906	idegenedik	NA	4	idegenedik	idegenedik	0.8
idegenkedek	433	idegenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	24833	8570080167	idegenkedem	780	0.5556978233034571	-0.5875306157392811	idegenkedik	NA	4	idegenkedik	idegenkedik	0.357201646090535
idegeskedek	685	idegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	17271	8570080167	idegeskedem	241	2.834710743801653	1.0419399015691988	idegeskedik	NA	4	idegeskedik	idegeškedik	0.7392241379310345
idétlenkedek	24	idétlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	901	8570080167	idétlenkedem	10	2.272727272727273	0.8209805520698303	idétlenkedik	NA	4	idétlenkedik	idétlenkedik	0.6944444444444444
idősödök	41	idősödö	[/V][Prs.NDef.1Sg]	lakom/lakok	4870	8570080167	idősödöm	351	0.11931818181818182	-2.125961557314729	idősödik	NA	3	idősödik	időšödik	0.1065989847715736
időzök	594	időzö	[/V][Prs.NDef.1Sg]	lakom/lakok	38358	8570080167	időzöm	242	2.448559670781893	0.8954999622050813	időzik	zik	2	időzik	időzik	0.7100238663484487
igazodok	451	igazodo	[/V][Prs.NDef.1Sg]	lakom/lakok	195863	8570080167	igazodom	486	0.9281314168377824	-0.07458194325035862	igazodik	NA	3	igazodik	igazodik	0.4813631522896699
ígérkezek	3	ígérkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	66458	8570080167	ígérkezem	2	1.3333333333333333	0.28768207245178085	ígérkezik	zik	3	ígérkezik	ígérkezik	0.5714285714285714
igyekszek	4306	igyeksze	[/V][Prs.NDef.1Sg]	lakom/lakok	1372052	8570080167	igyekszem	166088	0.02593187989571856	-3.6522821831887295	igyekszik	szik	2	i©ekßik	iḏeksik	0.02527641493931783
illetlenkedek	3	illetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	141	8570080167	illetlenkedem	3	1	0	illetlenkedik	NA	4	illetlenkedik	illetlenkedik	0.5
illetődök	2	illetődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1961	8570080167	illetődöm	5	0.5	-0.6931471805599453	illetődik	NA	3	illetődik	illetődik	0.3333333333333333
imádkozok	995	imádkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	319092	8570080167	imádkozom	13082	0.07612932813574869	-2.575321698926278	imádkozik	zik	3	imádkozik	imádkozik	0.0707436607713616
indulatoskodok	1	indulatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	171	8570080167	indulatoskodom	4	0.4	-0.916290731874155	indulatoskodik	NA	5	indulatoskodik	indulatoškodik	0.2857142857142857
informálódok	162	informálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20387	8570080167	informálódom	105	1.5377358490566038	0.4303111066946952	informálódik	NA	4	informálódik	informálódik	0.6059479553903345
ingadozok	103	ingadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	33254	8570080167	ingadozom	233	0.4444444444444444	-0.8109302162163288	ingadozik	zik	3	ingadozik	ingadozik	0.3076923076923077
ingerkedek	1	ingerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	578	8570080167	ingerkedem	5	0.3333333333333333	-1.0986122886681098	ingerkedik	NA	3	ingerkedik	ingerkedik	0.25
integrálódok	7	integrálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20468	8570080167	integrálódom	5	1.3333333333333333	0.28768207245178085	integrálódik	NA	4	integrálódik	integrálódik	0.5714285714285714
ínyenckedek	1	ínyenckede	[/V][Prs.NDef.1Sg]	lakom/lakok	185	8570080167	ínyenckedem	1	1	0	ínyenckedik	NA	3	í¥enckedik	íṉenckedik	0.5
iparkodok	99	iparkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13706	8570080167	iparkodom	244	0.40816326530612246	-0.8960880245566356	iparkodik	NA	3	iparkodik	iparkodik	0.2898550724637681
irigykedek	684	irigykede	[/V][Prs.NDef.1Sg]	lakom/lakok	28990	8570080167	irigykedem	1140	0.6003505696757231	-0.5102415115998503	irigykedik	NA	3	iri©kedik	iriḏkedik	0.3751369112814896
irtózok	242	irtózo	[/V][Prs.NDef.1Sg]	lakom/lakok	15667	8570080167	irtózom	2305	0.10537727666955768	-2.2502082574884557	irtózik	zik	2	irtózik	irtózik	0.09533150255001963
ismerkedek	3586	ismerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	344220	8570080167	ismerkedem	3541	1.01270468661773	0.01262465918950368	ismerkedik	NA	3	ismerkedik	išmerkedik	0.5031561228783841
ismerszek	3	ismersze	[/V][Prs.NDef.1Sg]	lakom/lakok	7941	8570080167	ismerszem	2	1.3333333333333333	0.28768207245178085	ismerszik	szik	2	ismerßik	išmersik	0.5714285714285714
istenkedek	2	istenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	212	8570080167	istenkedem	1	1.5	0.4054651081081644	istenkedik	NA	3	istenkedik	ištenkedik	0.6000000000000001
iszek	9	isze	[/V][Prs.NDef.1Sg]	lakom/lakok	651299	8570080167	iszem	2	3.3333333333333335	1.203972804325936	iszik	szik	1	ißik	isik	0.7692307692307692
iszok	9431	iszo	[/V][Prs.NDef.1Sg]	lakom/lakok	651311	8570080167	iszom	43505	0.2167976830781961	-1.528790696382441	iszik	szik	1	ißik	isik	0.1781706902414145
iszonyodok	35	iszonyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3335	8570080167	iszonyodom	233	0.15384615384615383	-1.8718021769015911	iszonyodik	NA	3	ißo¥odik	isoṉodik	0.13333333333333336
itatódok	1	itatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	587	8570080167	itatódom	2	0.6666666666666666	-0.4054651081081645	itatódik	NA	3	itatódik	itatódik	0.4
ítélkezek	338	ítélkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	42419	8570080167	ítélkezem	809	0.4185185185185185	-0.8710341402860342	ítélkezik	zik	3	ítélkezik	ítélkezik	0.2950391644908616
ízetlenkedek	2	ízetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	78	8570080167	ízetlenkedem	1	1.5	0.4054651081081644	ízetlenkedik	NA	4	ízetlenkedik	ízetlenkedik	0.6000000000000001
